DATE_TIME	PLANT_ID	SOURCE_KEY	DC_POWER	AC_POWER	DAILY_YIELD	TOTAL_YIELD
23-05-2020 07:45	4135001	bvBOhCH3iADSZry	3447.86	338.957	214.571	6369122.571
27-05-2020 04:45	4135001	1IF53ai7Xc0U56Y	0	0	0	6274638.000
15-06-2020 22:15	4135001	1IF53ai7Xc0U56Y	0	0	6846	6421214.000
12-06-2020 04:15	4135001	wCURE6d3bPkepu2	0	0	0	6988054.000
17-05-2020 12:30	4135001	3PZuoBAID5Wc2HD	7456.12	729.225	4564.5	7005253.500
31-05-2020 07:30	4135001	ZoEaEvLYb1n2sOq	1954.29	191.571	142.143	7216990.143
25-05-2020 02:00	4135001	zVJPv84UY57bAof	0	0	0	7188796.000
13-06-2020 23:30	4135001	3PZuoBAID5Wc2HD	0	0	8633	7210719.000
15-06-2020 14:30	4135001	wCURE6d3bPkepu2	10571.3	1032.07	5366.57	7015064.571
28-05-2020 08:30	4135001	zBIq5rxdHJRwDNY	6311.43	618.343	652	6434735.000
25-05-2020 10:15	4135001	z9Y9gH1T5YWrNuG	11050.1	1079.86	2174.29	7082812.286
11-06-2020 12:00	4135001	uHbuxQJl8lW7ozc	9306	910.257	2308	7242816.000
11-06-2020 15:00	4135001	wCURE6d3bPkepu2	7624.5	746.325	4481.75	6986884.750
17-06-2020 23:30	4135001	McdE0feGgRqW7Ca	0	0	5992	7408587.000
12-06-2020 17:15	4135001	VHMLBKoKgIrUVDU	1816.14	178	5757.43	7420768.429
02-06-2020 14:45	4135001	WRmjgnKYAwPKWDb	8506.14	831.429	5969.86	7165669.857
17-06-2020 14:15	4135001	1BY6WEcLGh8j5v7	5533.86	542.457	4516.43	6484314.429
23-05-2020 08:45	4135001	uHbuxQJl8lW7ozc	7643.57	748.3	825.143	7096078.143
17-05-2020 10:15	4135001	1BY6WEcLGh8j5v7	9028.14	883.186	1888.71	6273493.714
07-06-2020 20:30	4135001	wCURE6d3bPkepu2	0	0	6433	6959527.000
11-06-2020 16:00	4135001	1IF53ai7Xc0U56Y	4941.5	484.725	5173.25	6391793.250
16-05-2020 20:15	4135001	WRmjgnKYAwPKWDb	0	0	6615	7041430.000
29-05-2020 15:15	4135001	McdE0feGgRqW7Ca	7511.62	735.425	7099.5	7272055.500
24-05-2020 14:30	4135001	bvBOhCH3iADSZry	6492	635.7	6034.71	6382806.714
05-06-2020 06:45	4135001	1IF53ai7Xc0U56Y	1527.86	149.371	43.8571	6340898.857
16-06-2020 20:30	4135001	VHMLBKoKgIrUVDU	0	0	6332	7450201.000
09-06-2020 18:00	4135001	pkci93gMrogZuBj	869.714	84.4429	8216.57	7362692.571
14-06-2020 21:15	4135001	WRmjgnKYAwPKWDb	0	0	7405	7254584.000
06-06-2020 10:15	4135001	McdE0feGgRqW7Ca	9571.71	934.929	2044.43	7326725.429
16-06-2020 09:15	4135001	adLQvlD726eNBSB	6755.86	661.7	1084.14	6513086.143
31-05-2020 22:45	4135001	sjndEbLyjtCKgGv	0	0	5987	7142242.000
17-05-2020 23:15	4135001	iCRJl6heRkivqQ3	0	0	7519	7198367.000
09-06-2020 19:30	4135001	pkci93gMrogZuBj	0	0	8240	7362716.000
16-05-2020 23:45	4135001	ZnxXDlPa8U1GXgE	0	0	6676	6535152.000
13-06-2020 11:30	4135001	7JYdWkrLSPkdwr4	11094.5	1082.44	3570.25	7815987.250
16-05-2020 10:30	4135001	YxYtjZvoooNbGkE	9287.29	908.371	1870.43	7188127.429
07-06-2020 10:00	4135001	VHMLBKoKgIrUVDU	6926.88	678.4	1511.5	7379500.500
19-05-2020 16:45	4135001	McdE0feGgRqW7Ca	3799.29	373.386	6804.14	7191895.143
07-06-2020 13:00	4135001	VHMLBKoKgIrUVDU	12663.4	1234.69	4976.71	7382965.714
17-06-2020 17:00	4135001	VHMLBKoKgIrUVDU	1340	130.4	5868	7456069.000
01-06-2020 17:15	4135001	ih0vzX44oOqAx2f	976.429	94.8571	5685.86	6313917.857
13-06-2020 04:45	4135001	adLQvlD726eNBSB	0	0	0	6488722.000
02-06-2020 08:45	4135001	1BY6WEcLGh8j5v7	7080.57	693.329	833.143	6384272.143
19-05-2020 16:30	4135001	VHMLBKoKgIrUVDU	4654.38	456.712	6685.75	7239239.750
02-06-2020 09:30	4135001	ZnxXDlPa8U1GXgE	9799	957.386	1488.29	6656931.286
05-06-2020 20:30	4135001	z9Y9gH1T5YWrNuG	0	0	7739	7171001.000
24-05-2020 09:30	4135001	1BY6WEcLGh8j5v7	8408.12	822.65	1285.12	6321688.125
03-06-2020 12:30	4135001	pkci93gMrogZuBj	11015.4	1075.59	3758.14	7311408.143
26-05-2020 04:30	4135001	VHMLBKoKgIrUVDU	0	0	0	7289525.000
18-05-2020 12:30	4135001	uHbuxQJl8lW7ozc	8626.12	844.062	2056.62	7060849.625
15-06-2020 09:00	4135001	WRmjgnKYAwPKWDb	8168.12	799.325	1120.5	7255704.500
21-05-2020 21:15	4135001	ih0vzX44oOqAx2f	0	0	0	6233543.000
07-06-2020 16:15	4135001	iCRJl6heRkivqQ3	6557.25	642.3	7691.88	7355925.875
13-06-2020 04:45	4135001	zBIq5rxdHJRwDNY	0	0	0	6549387.000
11-06-2020 03:45	4135001	iCRJl6heRkivqQ3	0	0	0	7379779.000
06-06-2020 13:45	4135001	7JYdWkrLSPkdwr4	9546.5	932.575	4960.5	7769100.500
02-06-2020 17:15	4135001	wCURE6d3bPkepu2	1572	153.657	7450	6922794.000
08-06-2020 18:00	4135001	uHbuxQJl8lW7ozc	855.143	82.9857	8380.86	7225529.857
20-05-2020 08:00	4135001	bvBOhCH3iADSZry	4833.12	474.125	375	6347282.000
12-06-2020 23:30	4135001	ih0vzX44oOqAx2f	0	0	5710	6392263.000
13-06-2020 03:45	4135001	adLQvlD726eNBSB	0	0	0	6488722.000
11-06-2020 14:30	4135001	uHbuxQJl8lW7ozc	9690.29	946.843	4114.43	7244622.429
31-05-2020 03:45	4135001	z9Y9gH1T5YWrNuG	0	0	0	7127597.000
30-05-2020 20:30	4135001	VHMLBKoKgIrUVDU	0	0	7270	7328329.000
21-05-2020 23:15	4135001	1BY6WEcLGh8j5v7	0	0	7243	6305589.000
31-05-2020 15:45	4135001	ih0vzX44oOqAx2f	3019.29	296.586	5540.57	6307807.571
07-06-2020 06:15	4135001	7JYdWkrLSPkdwr4	415	40.125	5.625	7770462.625
09-06-2020 16:15	4135001	z9Y9gH1T5YWrNuG	5627.14	551.457	7064.86	7198488.857
06-06-2020 04:45	4135001	pkci93gMrogZuBj	0	0	0	7331487.000
17-05-2020 20:15	4135001	3PZuoBAID5Wc2HD	0	0	7794	7008483.000
14-06-2020 01:45	4135001	bvBOhCH3iADSZry	0	0	0	6517642.000
06-06-2020 15:30	4135001	pkci93gMrogZuBj	4472.38	438.975	6063.75	7337550.750
16-05-2020 08:30	4135001	WRmjgnKYAwPKWDb	5936.86	581.757	580.714	7035395.714
05-06-2020 19:45	4135001	pkci93gMrogZuBj	0	0	7796	7331487.000
27-05-2020 15:15	4135001	3PZuoBAID5Wc2HD	5357	525.229	5719.14	7084430.143
16-06-2020 10:30	4135001	wCURE6d3bPkepu2	8568	838.343	2143.71	7018587.714
08-06-2020 05:30	4135001	adLQvlD726eNBSB	0	0	0	6453384.000
05-06-2020 05:15	4135001	adLQvlD726eNBSB	0	0	0	6430581.000
04-06-2020 03:30	4135001	ZoEaEvLYb1n2sOq	0	0	0	7243501.000
26-05-2020 14:00	4135001	sjndEbLyjtCKgGv	9399.62	917.875	6021.62	7104132.625
01-06-2020 14:00	4135001	bvBOhCH3iADSZry	2696.57	264.086	4654.71	6437921.714
09-06-2020 06:45	4135001	3PZuoBAID5Wc2HD	1618.62	158.238	55.625	7175788.625
16-05-2020 03:00	4135001	z9Y9gH1T5YWrNuG	0	0	0	7014252.000
14-06-2020 00:30	4135001	zBIq5rxdHJRwDNY	0	0	0	6557822.000
16-06-2020 08:30	4135001	ZnxXDlPa8U1GXgE	5789.29	567.386	590.429	6759094.429
23-05-2020 17:15	4135001	sjndEbLyjtCKgGv	2882.29	282.843	8316.86	7081278.857
06-06-2020 04:45	4135001	YxYtjZvoooNbGkE	0	0	0	7342489.000
02-06-2020 10:30	4135001	uHbuxQJl8lW7ozc	7532	737.3	2311	7173253.000
17-06-2020 07:15	4135001	adLQvlD726eNBSB	2119.57	207.829	61.4286	6518459.429
05-06-2020 01:00	4135001	wCURE6d3bPkepu2	0	0	0	6939021.000
21-05-2020 09:00	4135001	wCURE6d3bPkepu2	8051.25	788.05	962.625	6825206.625
21-05-2020 14:15	4135001	VHMLBKoKgIrUVDU	8533	833.529	6248.14	7254772.143
16-06-2020 10:45	4135001	sjndEbLyjtCKgGv	9520.38	930.538	2346.5	7251885.500
17-05-2020 11:15	4135001	1BY6WEcLGh8j5v7	10160.1	991.829	2945.14	6274550.143
26-05-2020 08:00	4135001	ih0vzX44oOqAx2f	4994.86	489.729	407.714	6264986.714
03-06-2020 05:15	4135001	ZoEaEvLYb1n2sOq	0	0	0	7235727.000
29-05-2020 08:45	4135001	1IF53ai7Xc0U56Y	5765.86	565.057	680.143	6290638.143
07-06-2020 13:00	4135001	ZnxXDlPa8U1GXgE	12618.8	1230.31	4942.12	6697996.125
29-05-2020 15:45	4135001	McdE0feGgRqW7Ca	7475	731.862	7445.5	7272401.500
22-05-2020 22:00	4135001	iCRJl6heRkivqQ3	0	0	0	7234593.000
05-06-2020 13:00	4135001	ih0vzX44oOqAx2f	8035.25	786.462	3961	6340980.000
17-06-2020 06:45	4135001	VHMLBKoKgIrUVDU	471	45.7	0	7450201.000
04-06-2020 22:00	4135001	uHbuxQJl8lW7ozc	0	0	0	7194535.000
17-06-2020 06:00	4135001	pkci93gMrogZuBj	0	0	0	7409478.000
03-06-2020 13:45	4135001	uHbuxQJl8lW7ozc	9056.5	885.95	5009	7183414.000
24-05-2020 23:45	4135001	ZoEaEvLYb1n2sOq	0	0	7985	7170169.000
25-05-2020 13:45	4135001	ZnxXDlPa8U1GXgE	11796.1	1150.13	6383.29	6602139.286
11-06-2020 04:15	4135001	1IF53ai7Xc0U56Y	0	0	0	6386620.000
09-06-2020 09:15	4135001	WRmjgnKYAwPKWDb	7182.12	703.075	1311.75	7214312.750
28-05-2020 15:00	4135001	ih0vzX44oOqAx2f	9909.75	968.987	7045.62	6285900.625
20-05-2020 05:15	4135001	1IF53ai7Xc0U56Y	0	0	0	6216430.000
06-06-2020 09:45	4135001	YxYtjZvoooNbGkE	7203.25	704.737	1529.62	7344018.625
05-06-2020 07:00	4135001	1BY6WEcLGh8j5v7	1306.62	127.225	70.25	6405450.250
21-05-2020 07:45	4135001	z9Y9gH1T5YWrNuG	3321	326.28	312.6	7049573.600
18-05-2020 12:00	4135001	ZnxXDlPa8U1GXgE	8239.75	806.362	1634	6544372.000
01-06-2020 00:45	4135001	iCRJl6heRkivqQ3	0	0	0	7304567.000
30-05-2020 16:15	4135001	adLQvlD726eNBSB	5647.25	553.45	6912.5	6394264.500
19-05-2020 23:45	4135001	z9Y9gH1T5YWrNuG	0	0	6892	7040465.000
06-06-2020 11:30	4135001	sjndEbLyjtCKgGv	7884.38	770.05	3101.12	7182378.125
14-06-2020 09:15	4135001	3PZuoBAID5Wc2HD	8665.12	847.812	1088.5	7211807.500
11-06-2020 00:30	4135001	7JYdWkrLSPkdwr4	0	0	0	7801091.000
16-05-2020 05:45	4135001	ih0vzX44oOqAx2f	0	0	0	6191360.000
15-05-2020 22:45	4135001	zVJPv84UY57bAof	0	0	5965	7122116.000
13-06-2020 07:30	4135001	pkci93gMrogZuBj	3245.88	318.85	187.625	7380994.625
02-06-2020 22:15	4135001	ih0vzX44oOqAx2f	0	0	0	6321311.000
30-05-2020 17:00	4135001	7JYdWkrLSPkdwr4	3250.86	319.543	6952.29	7721787.286
16-05-2020 06:00	4135001	WRmjgnKYAwPKWDb	55.375	5.35	0	7034815.000
15-06-2020 00:45	4135001	WRmjgnKYAwPKWDb	0	0	0	7254584.000
16-05-2020 17:30	4135001	z9Y9gH1T5YWrNuG	1176.38	114.375	6443.75	7020695.750
22-05-2020 03:15	4135001	adLQvlD726eNBSB	0	0	0	6321573.000
27-05-2020 13:45	4135001	sjndEbLyjtCKgGv	4185.75	411.188	4883.62	7110772.625
21-05-2020 13:00	4135001	z9Y9gH1T5YWrNuG	12289.9	1198.67	4912.57	7054173.571
16-06-2020 22:00	4135001	WRmjgnKYAwPKWDb	0	0	6264	7267579.000
13-06-2020 19:15	4135001	1BY6WEcLGh8j5v7	0	0	7984	6463663.000
06-06-2020 16:45	4135001	z9Y9gH1T5YWrNuG	1283.88	124.912	6214.12	7177215.125
29-05-2020 10:00	4135001	zVJPv84UY57bAof	9679.75	945.625	1600.88	7222073.875
23-05-2020 08:00	4135001	1IF53ai7Xc0U56Y	4667.14	457.986	346.143	6240880.143
02-06-2020 10:15	4135001	ZnxXDlPa8U1GXgE	7320.29	716.686	2188.71	6657631.714
11-06-2020 08:30	4135001	7JYdWkrLSPkdwr4	3018.88	296.462	326.25	7801417.250
08-06-2020 08:45	4135001	uHbuxQJl8lW7ozc	7230.38	707.987	701	7217850.000
16-05-2020 13:45	4135001	McdE0feGgRqW7Ca	7624.62	746.325	4768.75	7170203.750
17-05-2020 00:00	4135001	bvBOhCH3iADSZry	0	0	0	6328648.000
11-06-2020 17:30	4135001	iCRJl6heRkivqQ3	1441.5	140.613	5626.88	7385405.875
03-06-2020 20:30	4135001	zBIq5rxdHJRwDNY	0	0	7888	6484342.000
16-06-2020 09:45	4135001	uHbuxQJl8lW7ozc	8998.14	880.243	1414.14	7276157.143
11-06-2020 18:00	4135001	VHMLBKoKgIrUVDU	630.5	61.05	5700.38	7414995.375
17-06-2020 13:45	4135001	YxYtjZvoooNbGkE	8591.57	840.014	4492	7424048.000
29-05-2020 11:45	4135001	1BY6WEcLGh8j5v7	11271.5	1100.04	3223.75	6361033.750
15-06-2020 20:00	4135001	bvBOhCH3iADSZry	0	0	6192	6527792.000
02-06-2020 09:00	4135001	ih0vzX44oOqAx2f	6324.71	619.6	1044.14	6315027.143
22-05-2020 16:00	4135001	WRmjgnKYAwPKWDb	3257	320.271	6912.29	7084270.286
14-06-2020 07:45	4135001	VHMLBKoKgIrUVDU	4609.57	452.271	310.571	7429876.571
30-05-2020 10:30	4135001	uHbuxQJl8lW7ozc	5310.75	520.575	1404.25	7153336.250
17-05-2020 22:45	4135001	1BY6WEcLGh8j5v7	0	0	7045	6278650.000
03-06-2020 15:00	4135001	z9Y9gH1T5YWrNuG	12308.6	1201.16	6376.71	7153650.714
24-05-2020 05:45	4135001	McdE0feGgRqW7Ca	0	0	0	7224636.000
02-06-2020 12:45	4135001	sjndEbLyjtCKgGv	11006.1	1075.01	4129.43	7152137.429
04-06-2020 13:45	4135001	ih0vzX44oOqAx2f	10719.6	1047.07	5275.43	6334285.429
02-06-2020 23:45	4135001	wCURE6d3bPkepu2	0	0	2821.88	6922869.000
05-06-2020 21:15	4135001	McdE0feGgRqW7Ca	0	0	7920	7324681.000
11-06-2020 21:15	4135001	3PZuoBAID5Wc2HD	0	0	5717	7196186.000
24-05-2020 00:45	4135001	pkci93gMrogZuBj	0	0	0	7233675.000
20-05-2020 21:30	4135001	VHMLBKoKgIrUVDU	0	0	8982	7248524.000
16-05-2020 04:45	4135001	1IF53ai7Xc0U56Y	0	0	0	6190002.000
28-05-2020 10:15	4135001	zBIq5rxdHJRwDNY	10181.2	995.35	2113.12	6436196.125
09-06-2020 16:30	4135001	rGa61gmuvPhdLxV	5310.12	520.513	7792.38	7303756.375
10-06-2020 06:45	4135001	wCURE6d3bPkepu2	1310.29	127.7	46.5714	6976026.571
17-05-2020 00:30	4135001	ZnxXDlPa8U1GXgE	0	0	0	6535152.000
15-06-2020 19:15	4135001	pkci93gMrogZuBj	0	0	6795	7403217.000
15-06-2020 09:15	4135001	uHbuxQJl8lW7ozc	8879.88	868.712	1309.88	7269146.875
12-06-2020 07:00	4135001	rGa61gmuvPhdLxV	941.429	91.4714	40.5714	7316472.571
26-05-2020 02:30	4135001	VHMLBKoKgIrUVDU	0	0	0	7289525.000
02-06-2020 18:15	4135001	pkci93gMrogZuBj	290.625	28.0875	7344.5	7307644.500
18-05-2020 22:15	4135001	zVJPv84UY57bAof	0	0	5390	7141405.000
24-05-2020 05:30	4135001	ZnxXDlPa8U1GXgE	0	0	0	6587728.000
31-05-2020 04:00	4135001	zBIq5rxdHJRwDNY	0	0	0	6457301.000
12-06-2020 22:45	4135001	VHMLBKoKgIrUVDU	0	0	5903	7420914.000
31-05-2020 16:30	4135001	sjndEbLyjtCKgGv	1812.43	177.643	5745	7142000.000
12-06-2020 15:30	4135001	McdE0feGgRqW7Ca	5915.43	579.657	5275.86	7372648.857
18-05-2020 00:45	4135001	ZoEaEvLYb1n2sOq	0	0	0	7118208.000
23-05-2020 20:45	4135001	WRmjgnKYAwPKWDb	0	0	8431	7093026.000
20-05-2020 22:45	4135001	ih0vzX44oOqAx2f	0	0	8664	6225941.000
02-06-2020 11:30	4135001	7JYdWkrLSPkdwr4	6328.75	620.025	3004.38	7736628.375
27-05-2020 17:45	4135001	sjndEbLyjtCKgGv	620.429	60.0714	6665.14	7112554.143
19-05-2020 08:00	4135001	sjndEbLyjtCKgGv	1944.14	190.457	319.714	7042724.714
15-06-2020 04:15	4135001	VHMLBKoKgIrUVDU	0	0	0	7437055.000
16-05-2020 04:00	4135001	McdE0feGgRqW7Ca	0	0	0	7165435.000
17-06-2020 09:00	4135001	YxYtjZvoooNbGkE	5087.43	498.729	689.714	7420245.714
10-06-2020 14:15	4135001	VHMLBKoKgIrUVDU	9083.14	888.471	5245.43	7408061.429
11-06-2020 12:00	4135001	z9Y9gH1T5YWrNuG	9448	924.071	2273.29	7207738.286
13-06-2020 08:15	4135001	1BY6WEcLGh8j5v7	5900.88	578.212	518.875	6456197.875
04-06-2020 20:30	4135001	sjndEbLyjtCKgGv	0	0	0	7171518.000
10-06-2020 01:30	4135001	zBIq5rxdHJRwDNY	0	0	0	6531405.000
19-05-2020 03:15	4135001	bvBOhCH3iADSZry	0	0	0	6340538.000
19-05-2020 17:15	4135001	ZoEaEvLYb1n2sOq	1815.86	177.914	6738.71	7130265.714
22-05-2020 01:15	4135001	bvBOhCH3iADSZry	0	0	0	6362148.000
21-05-2020 16:45	4135001	ZoEaEvLYb1n2sOq	2599.12	254.938	7510.5	7146578.500
27-05-2020 00:30	4135001	z9Y9gH1T5YWrNuG	0	0	0	7097183.000
27-05-2020 08:45	4135001	YxYtjZvoooNbGkE	7634.12	747.4	822.875	7270155.875
10-06-2020 09:15	4135001	1BY6WEcLGh8j5v7	6528	639.529	971.857	6440041.857
23-05-2020 19:15	4135001	z9Y9gH1T5YWrNuG	0	0	8543	7072762.000
14-06-2020 14:45	4135001	ih0vzX44oOqAx2f	6361.5	623.2	5832.12	6406350.125
20-05-2020 10:45	4135001	zVJPv84UY57bAof	11063.3	1081.14	2693.14	7151030.143
11-06-2020 23:00	4135001	wCURE6d3bPkepu2	0	0	5651	6988054.000
28-05-2020 14:45	4135001	7JYdWkrLSPkdwr4	7921.71	775.2	6811.43	7705361.429
22-05-2020 04:15	4135001	wCURE6d3bPkepu2	0	0	0	6832055.000
30-05-2020 03:30	4135001	zVJPv84UY57bAof	0	0	0	7228687.000
04-06-2020 12:00	4135001	pkci93gMrogZuBj	13048.6	1272.21	3585.86	7319021.857
06-06-2020 08:45	4135001	iCRJl6heRkivqQ3	6326.86	619.814	925	7342728.000
13-06-2020 02:00	4135001	bvBOhCH3iADSZry	0	0	0	6509779.000
21-05-2020 15:30	4135001	1IF53ai7Xc0U56Y	7926.12	775.737	7150.62	6232577.625
06-06-2020 14:45	4135001	pkci93gMrogZuBj	2457.86	241.1	5740.57	7337227.571
16-05-2020 22:45	4135001	zVJPv84UY57bAof	0	0	6419	7128535.000
07-06-2020 19:15	4135001	ih0vzX44oOqAx2f	0	0	8019	6358692.000
26-05-2020 05:00	4135001	zVJPv84UY57bAof	0	0	0	7197609.000
18-05-2020 10:15	4135001	uHbuxQJl8lW7ozc	2257.75	221.375	680.125	7059473.125
14-06-2020 13:30	4135001	ZoEaEvLYb1n2sOq	9934.29	971.357	4606.71	7320369.714
28-05-2020 03:30	4135001	sjndEbLyjtCKgGv	0	0	0	7112565.000
15-06-2020 12:15	4135001	adLQvlD726eNBSB	5961.29	584.114	4142.57	6509228.571
08-06-2020 04:00	4135001	adLQvlD726eNBSB	0	0	0	6453384.000
07-06-2020 05:00	4135001	zBIq5rxdHJRwDNY	0	0	0	6506728.000
15-06-2020 13:30	4135001	ih0vzX44oOqAx2f	3468.62	340.462	4728.62	6412411.625
21-05-2020 17:45	4135001	ZnxXDlPa8U1GXgE	438.375	42.3875	7806.62	6571851.625
13-06-2020 19:30	4135001	bvBOhCH3iADSZry	0	0	7863	6517642.000
03-06-2020 21:00	4135001	ZoEaEvLYb1n2sOq	0	0	7774	7243501.000
05-06-2020 16:30	4135001	uHbuxQJl8lW7ozc	6255.43	612.829	7234.14	7201769.143
05-06-2020 05:00	4135001	zVJPv84UY57bAof	0	0	0	7271273.000
26-05-2020 08:30	4135001	z9Y9gH1T5YWrNuG	6734.71	659.671	695.286	7090135.286
31-05-2020 08:15	4135001	bvBOhCH3iADSZry	3302	324.35	308.75	6427989.750
21-05-2020 16:30	4135001	1BY6WEcLGh8j5v7	3912.12	384.212	7058.25	6305404.250
06-06-2020 11:45	4135001	zBIq5rxdHJRwDNY	5812.5	568.225	3262.75	6503564.750
04-06-2020 21:45	4135001	7JYdWkrLSPkdwr4	0	0	7999	7756621.000
29-05-2020 16:15	4135001	1BY6WEcLGh8j5v7	5846.57	572.943	7132.14	6364942.143
13-06-2020 00:15	4135001	3PZuoBAID5Wc2HD	0	0	0	7202086.000
28-05-2020 18:15	4135001	uHbuxQJl8lW7ozc	280.429	27.1	8370.43	7143628.429
03-06-2020 07:15	4135001	1IF53ai7Xc0U56Y	2287.25	224.262	108.75	6324892.750
20-05-2020 18:15	4135001	WRmjgnKYAwPKWDb	347.375	33.5875	8788.5	7069720.500
22-05-2020 02:00	4135001	YxYtjZvoooNbGkE	0	0	0	7229034.000
12-06-2020 15:15	4135001	uHbuxQJl8lW7ozc	4921.71	482.557	5081.43	7251287.429
22-05-2020 15:30	4135001	sjndEbLyjtCKgGv	4268.38	418.913	6545	7072431.000
14-06-2020 14:45	4135001	wCURE6d3bPkepu2	6499.14	636.643	5953.29	7008322.286
31-05-2020 05:30	4135001	3PZuoBAID5Wc2HD	0	0	0	7109488.000
22-05-2020 06:15	4135001	ZoEaEvLYb1n2sOq	564.143	54.5857	11.4286	7146696.429
11-06-2020 13:45	4135001	adLQvlD726eNBSB	6528.5	639.513	3614.12	6480558.125
12-06-2020 04:45	4135001	ih0vzX44oOqAx2f	0	0	0	6386553.000
13-06-2020 16:15	4135001	wCURE6d3bPkepu2	3241.5	317.975	8123	7002031.000
06-06-2020 02:45	4135001	uHbuxQJl8lW7ozc	0	0	0	7202373.000
13-06-2020 16:15	4135001	McdE0feGgRqW7Ca	3289	322.65	8250.12	7381578.125
20-05-2020 08:15	4135001	adLQvlD726eNBSB	6322.25	619.375	582.5	6305095.500
17-06-2020 19:00	4135001	1IF53ai7Xc0U56Y	0	0	6034	6433566.000
28-05-2020 18:30	4135001	3PZuoBAID5Wc2HD	81.1429	7.82857	8527.71	7093978.714
